"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"臭***肉","PLUS会员","star5","此用户未填写评价内容","2018-12-02 19:43","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:30.9114461"
"j***d",,"star5","制热效果很好，制冷无风感天冷没办法试","2018-12-04 16:19","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:30.9484703"
"燕***舞",,"star5","此用户未填写评价内容","2018-12-13 11:15","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:30.9854950"
"用***路",,"star5","此用户未填写评价内容","2018-12-04 21:11","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:31.0225198"
"z***9",,"star5","此用户未填写评价内容","2018-12-04 13:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:31.0665492"
"5***1",,"star5","此用户未填写评价内容","2018-12-03 14:39","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:31.1085773"
"5***1",,"star5","此用户未填写评价内容","2018-12-03 14:07","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.3057409"
"l***7",,"star5","此用户未填写评价内容","2018-11-27 16:28","0","0","[购买16天后追评]","安装师傅很专业，服务很快，满意","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.3367616"
"j***v",,"star5","给安装师傅好评满意","2018-12-14 13:25","0","0","[购买2天后追评]","好评","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.3677824"
"G***O",,"star5","外观美丽，性能超好，制热快，噪音小，美的的服务也很好，一下单售后服务就紧跟上了，送货，安装，整个下来都很顺利，而且很快速，很专业，非常棒","2018-12-13 14:03","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.3988031"
"j***1",,"star5","产品美观、省电、启动速度快。物流发货很快，安装上门及时，安装师傅态度好，操作规范，售后跟进快，非常满意！","2018-11-30 15:09","0","0","[购买20天后追评]","外观大气上档次，价格也比较公道，适合办公和客厅较大的空间使用。挺值得推荐","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.4308248"
"梅***O","PLUS会员[试用]","star5","挺好的，就是少了赠品我，说好了赠品居然会没有，欺@消费者啊。。。","2018-12-08 14:59","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.4728526"
"洁***2","PLUS会员","star5","放客厅不占地方也美观，实用一段时间后再看效果吧！","2018-11-28 11:34","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.5098774"
"j***z","PLUS会员","star5","安装师傅真的很给力，服务态度一流，给全五星好评","2018-12-08 20:47","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.5479028"
"j***e","PLUS会员","star5","非常非常喜欢开一会就暖和了，装修师傅服务态度好","2018-12-04 00:08","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.5889303"
"南***1","PLUS会员","star5","东西质量好，送货速度快，非常好，大大的好","2018-11-29 21:14","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:17:46.6309584"
"j***7",,"star5","空调挺好，风力很大，制热很快，安装师傅挺热情，服务态度挺好","2018-12-05 12:08","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:01.8341268"
"f***t","PLUS会员","star5","制热飞快，非常好。继续信任美的~~~！！","2018-12-08 23:37","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:01.8721513"
"萌***子","PLUS会员","star5","低调奢华有内涵，送货师傅真棒?","2018-12-03 01:53","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:01.9011708"
"白***2","PLUS会员","star5","没回家之前买的，回家追评！！！","2018-12-14 12:33","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:01.9331922"
"j***b",,"star5","货收到了，还没装呢，期待效果⊙∀⊙！","2018-12-13 20:56","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:01.9652136"
"新***开","PLUS会员","star5","还可以，值得买，买电器上京东","2018-12-02 10:07","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:02.0032390"
"c***3","PLUS会员","star5","制热非常给力，很好的空调","2018-12-13 12:00","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:02.0392631"
"y***y","PLUS会员","star5","师傅很热心，态度超好。","2018-12-01 12:18","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:02.0752872"
"一***儿","PLUS会员","star5","物流师傅很好，送货到家","2018-12-01 09:25","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:02.1163146"
"j***9","PLUS会员","star5","此用户未填写评价内容","2018-12-05 11:01","0","0","[购买4天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:02.1563414"
"3***7","PLUS会员","star5","约定时间并未按时送达","2018-11-30 13:07","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.3144788"
"4***d",,"star5","买回来有些时间师傅也安装好了非常满意","2018-12-07 22:07","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.3465003"
"j***g",,"star5","空调外观很好看，等用过后再来评价","2018-11-29 22:35","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.3765203"
"K***z",,"star5","物流超快，安装人员态度好","2018-12-14 16:26","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.4055397"
"j***d",,"star5","此用户未填写评价内容","2018-12-09 10:26","0","0","[购买22天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.4365605"
"天***7",,"star5","速度快，安装师傅准时","2018-12-03 21:17","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.4705832"
"s***0","PLUS会员","star5","赞赞赞，物超所值","2018-12-01 16:19","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.5056067"
"猪***9","PLUS会员","star4","冬天只能制热所以不清楚制冷效果怎样，制热还不错，有声音不算大，但也不是完全可以忽略那种。整体塑料外壳，感觉没太多质感","2018-12-06 11:49","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.5416308"
"p***k","PLUS会员","star2","商品没问题，功能和外观，安装都不错。两星评价给到。但是京东自己的物流，送货前和客服及转送站反复预约送货时间，都约定了，结果货还是提前两小时到，物流员工一句话:货到了，要么你现在来，要么我也没办法，我不管你预约什么时候，快点来。后来还是快递站负责人安排协调处理完。也算没有误事。第二个是美的自家客服实在太滑，售前咨询秒回态度友好。售后就问个空调带不带固定角度出风，就是不肯给明确答复，要么说上下左右扫风，多次就直接你去问售后，我**问个空调出风口角度还去问售后安装人员？？前台咨询客服你这点业务都不知道？就是绕着说，要么去找售后，要么不清楚不知道。最后让他正面回答才说没有这个固定角度出风，那前面那些不清楚是敷衍还是回避？客服人员从上到下就是售前是大爷，售后敷衍了事，好的功能不断介绍，欠缺功能闭口不谈，就是你问了也不说。这种客服起到了反作用。","2018-11-19 10:31","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.5796562"
"简***礼","PLUS会员","star1","产品没问题，京东安排第三方物流送货，人家一晚上就把货送来了，但是京东一整体都不确认已收货，导致安装延误一天。","2018-08-01 20:18","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:18:17.6256870"
